"","Review #","Brand","Variety","Style","Country","Stars","Top Ten"
"290",2291,"Samyang","Buldak Bokkummyun Cheese Flavor","Pack","South Korea","4",NA
"291",2290,"Nissin","Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle","Pack","Hong Kong","5",NA
"292",2289,"Myojo","Shin Toyama Black Ramen","Bowl","Japan","4",NA
"293",2288,"Nissin","Cup Noodles Tom Yum Goong Flavour","Cup","Hong Kong","4",NA
"294",2287,"Master Kong","Artificial Abalone Crab Flavor Instant Noodle","Pack","China","0",NA
"295",2286,"Kamfen","Noodle King Artificial Abalone And Chicken Soup Flavored","Bowl","Hong Kong","4",NA
"296",2285,"Fantastic","Noodles Beef Flavour","Cup","Australia","3",NA
"297",2284,"Nissin","Korean Kimchi Flavour Vermicelli","Cup","Hong Kong","4",NA
"298",2283,"Nissin","Raoh Pork Bone Soy Soup Noodle","Pack","Japan","5",NA
"299",2282,"Samyang","Gold Jjamppong Fried Noodle","Pack","South Korea","5",NA
"300",2281,"Nissin","Demae Iccho Red Hot Seafood Flavour Instant Noodle","Cup","Hong Kong","4",NA
"301",2280,"Sichuan Baijia","Chongqing Noodles Hot & Sour Flavor","Pack","China","4",NA
"302",2279,"Nissin","Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle)","Bowl","Hong Kong","5",NA
"303",2278,"Nissin","Raoh Tantanmen","Pack","Japan","5",NA
"304",2277,"Goku Uma","Ramen Noodles Soy Sauce Flavor","Bowl","USA","3",NA
"305",2276,"Nissin","Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe)","Cup","USA","3",NA
"306",2275,"JML","Hot & Sour Beef Noodles","Pack","China","4",NA
"307",2274,"Suimin","Noodles With Braised Beef Flavour","Cup","Australia","4",NA
"308",2273,"Uni-President","A Q Bucket Noodle Korean Kimchi Flavor","Bowl","Taiwan","4",NA
"309",2272,"Nissin","Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle)","Bowl","Hong Kong","4",NA
"310",2271,"Sichuan Baijia","Chongqing Noodles Burning Dry Noodles","Pack","China","5",NA
"311",2270,"Samyang","Fresh Bibimmyun Fried Noodle","Pack","South Korea","4",NA
"312",2269,"Wai Wai","Instant Noodles Veg Masala Flavour","Pack","India","4",NA
"313",2268,"Nissin","Nupasta Neapolitan Flavour Instant Noodle","Pack","Hong Kong","5",NA
"314",2267,"Shirakiku","Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base","Pack","USA","2",NA
"315",2266,"Nissin","Disney Cuties Instant Noodle Crab Flavour","Cup","Thailand","4",NA
"316",2265,"Nissin","Cup Noodles Rich Soft Shelled Turle Soup","Cup","Japan","3",NA
"317",2264,"Unif Tung-I","Instant Vegetarian Beehoon Rice Vermicelli","Pack","Taiwan","1",NA
"318",2263,"Sichuan Baijia","Broad Noodle Artificial Beef Flavor Hot Pot","Pack","China","4",NA
"319",2262,"Dream Kitchen","Curry Flavour Instant Noodles","Cup","USA","5",NA
"320",2261,"Tablemark","Tohokuno Aji Yonezawa Ramen","Bowl","Japan","4",NA
"321",2260,"Uni-President","Science Noodle (X'Mas Edition)","Pack","Taiwan","5",NA
"322",2259,"Farmer's Heart","Pho Beef Flavor Vietnamese Rice Noodle Soup","Bowl","USA","3.75",NA
"323",2258,"Kamfen","Instant Wonton Noodles Scallop Lobster Soup Flavour","Bowl","Hong Kong","4.3",NA
"324",2257,"Fuku","Tom Yam Soup Instant Noodle","Pack","Hong Kong","2.3",NA
"325",2256,"Goku Uma","Ramen Noodles Artificially Flavored Tonkotsu","Bowl","USA","3",NA
"326",2255,"Daikoku","Hiroshima Flavor Yakisoba","Tray","Japan","5",NA
"327",2254,"Nissin","Disney Cuties Instant Noodle Seaweed Flavour","Cup","Thailand","3",NA
"328",2253,"Singa-Me","Instant Noodles Mi Goreng Flavour","Cup","Australia","4",NA
"329",2252,"New Touch","Sugomen Sano Ramen","Bowl","Japan","5",NA
"330",2251,"Ottogi","Ramyon Sabor Y Camaron","Pack","Mexico","4",NA
"331",2250,"Nissin","Demae Iccho Spicy XO Sauce Seafood Flavour","Pack","Hong Kong","4",NA
"332",2249,"Love Cook","Sun Dried Noodle - Fruity Soy Bean Paste","Pack","Taiwan","4",NA
"333",2248,"Nongshim","Shin Noodle Soup","Cup","USA","5",NA
"334",2247,"Nissin","Sapporo Noukou Miso Ramen","Bowl","Japan","5",NA
"335",2246,"Dream Kitchen","Soy Sauce","Cup","USA","4",NA
"336",2245,"Nissin","Vietnamese Chicken Coriander Flavour Vermicelli","Cup","Hong Kong","4",NA
"337",2244,"Kang Shi Fu","Artificial Spicy Beef Flavour","Pack","Hong Kong","4",NA
"338",2243,"Nissin","Cup Noodles Black Pepper Crab Flavour","Cup","Hong Kong","4",NA
"339",2242,"Great Value","Beef Style Noodles With Vegetables","Cup","Canada","3",NA
"340",2241,"Fuku","Spicy Soup Instant Noodle Beef Flavour","Pack","Hong Kong","4",NA
"341",2240,"Wang","Rice Noodle Anchovy Flavor","Bowl","South Korea","3",NA
"342",2239,"Nissin","Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe)","Cup","USA","4",NA
"343",2238,"Asian Thai Foods","Rumpum Gundruk Flavour","Pack","Nepal","1",NA
"344",2237,"Nissin","Cup Noodle Light+ Bagna Cauda","Cup","Japan","5",NA
"345",2236,"Maruchan","Gotsumori Koku Tonkotsu Ramen","Bowl","Japan","4",NA
"346",2235,"Fashion Food","Tom Yum Shrimp Creamy Flavour Instant Noodles","Bowl","Thailand","4",NA
"347",2234,"Paldo","Bibim Men","Bowl","South Korea","5",NA
"348",2233,"Nissin","Cup Noodles Milk Seafood Flavour","Cup","Hong Kong","4",NA
"349",2232,"Nissin","Spicy Chikin Donburi","Bowl","Japan","5",NA
"350",2231,"Fantastic","Noodle Chicken Flavour","Cup","Australia","4",NA
"351",2230,"Marutai","Kuroma-Yu Tonkotsu Kumamoto Ramen","Pack","Japan","4",NA
"352",2229,"Kang Shi Fu","Artificial Beef With Sauerkraut Flavour","Pack","Hong Kong","4",NA
"353",2228,"Nissin","Raoh Shoyu Ramen","Bowl","Japan","5",NA
"354",2227,"Maruchan","Ramen Noodle Soup Sriracha Chicken Flavor","Pack","USA","4",NA
"355",2226,"Nagatanien","Hiyashi Soba Taidashi Goma","Pack","Japan","3",NA
"356",2225,"Fuku","Bowl Chicken Flavour Instant Rice Vermicelli","Bowl","Hong Kong","4",NA
"357",2224,"Wai Wai","X-Press Flavour Of Pizza In Noodles Proprietary Food","Pack","India","4",NA
"358",2223,"Koka","Rice Noodles Fragrant Chicken Pho Ga Flavour","Pack","Singapore","4",NA
"359",2222,"Nyor Nyar","Vegetarian Penang White Curry","Pack","Malaysia","5",NA
"360",2221,"Nissin","Cup Noodle Seafood","Cup","Japan","5",NA
"361",2220,"Paldo","Budae Jjigae","Pack","South Korea","5",NA
"362",2219,"Fantastic","Noodles Crispy Bacon Flavour","Cup","Australia","1",NA
"363",2218,"Tseng Noodles","Spicy Braised Pork Flavor","Pack","Taiwan","4",NA
"364",2217,"Nissin","Demae Ramen Spicy Seafood Flavour Instant Noodle","Pack","Hong Kong","5",NA
"365",2216,"A-Sha Dry Noodle","Chow Mein Spicy Flavor","Tray","Taiwan","3",NA
"366",2215,"Myojo","Mee Goreng Spicy Flavour","Pack","Singapore","5",NA
"367",2214,"Sapporo Ichiban","Tabimen Nagasaki Chanpon","Bowl","Japan","4",NA
"368",2213,"Acecook","Oh! Ricey Pork Flavour","Pack","Vietnam","4",NA
"369",2212,"Paldo","Bul Jjamppong","Pack","South Korea","4",NA
"370",2211,"Nissin","Disney Cuties Instant Noodle Roast Pork Flavour","Cup","Thailand","3",NA
"371",2210,"Morre","Instant Noodles Masala","Pack","Pakistan","4",NA
"372",2209,"Nissin","Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle","Pack","Hong Kong","5",NA
"373",2208,"Roland","Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base","Pack","USA","0",NA
"374",2207,"Nissin","Big Cup Noodles Tonkotsu Flavour","Cup","Hong Kong","3",NA
"375",2206,"Nissin","Deka Buto Kuro M-yu Tonkotsu","Bowl","Japan","5",NA
"376",2205,"Maruchan","Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen","Bowl","USA","4",NA
"377",2204,"Nissin","Cup Noodles Sabor Galinha Caipira","Cup","Brazil","4",NA
"378",2203,"Nongshim","Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor","Bowl","USA","4",NA
"379",2202,"Nissin","Nupasta Vongole Flavour Instant Noodle","Cup","Hong Kong","4",NA
"380",2201,"Mr. Lee's Noodles","Penang Chicken Curry Laksa","Cup","UK","2",NA
"381",2200,"Mr. Lee's Noodles","Shaolin Monk Vegetables","Cup","UK","5",NA
"382",2199,"Mr. Lee's Noodles","Tai Chi Chicken","Cup","UK","3",NA
"383",2198,"Mr. Lee's Noodles","Dragon Fire Mushroom","Cup","UK","3",NA
"384",2197,"Mr. Lee's Noodles","Hong Kong Street Beef","Cup","UK","5.00",NA
"385",2196,"Mr. Lee's Noodles","Warrior Fighting Shrimp","Cup","UK","3.3",NA
"386",2195,"Nissin","Gyorai Inaniwa Chuka Soba","Bowl","Japan","5.0",NA
"387",2194,"Fuku","Chicken Flavour Instant Noodle","Pack","Hong Kong","4",NA
"388",2193,"Knorr","Chicken Flavored Instant Noodles","Pack","Pakistan","3",NA
"389",2192,"Nyor Nyar","Penang White Curry Instant Noodle","Pack","Malaysia","5",NA
"390",2191,"Choumama","XO Scallops Sauce Dry Noodles","Pack","Taiwan","4.00",NA
"391",2190,"Myojo","Barikata Noukou Tonkotsu Shoyu","Bowl","Japan","4.75",NA
"392",2189,"Nissin","Demae Ramen Sesame Oil Flavour Cup","Cup","Hong Kong","4",NA
"393",2188,"Singa-Me","Instant Noodles Chicken Flavour","Cup","Australia","2.5",NA
"394",2187,"Pulmuone","Non-Fried Ramyun Noodle (Crab Flavor)","Pack","South Korea","5",NA
"395",2186,"Master Kong","Assorted Seafood Noodles","Pack","China","4",NA
"396",2185,"Nissin","Raoh Hot & Sour Ramen","Pack","Japan","5",NA
"397",2184,"President Rice","Coriander Instant Rice Noodles","Bowl","Thailand","2.75",NA
"398",2183,"Mama","Instant Rice Noodles Moo Nam Tok Flavour","Pack","Thailand","3.50",NA
"399",2182,"Mama","Instant Rice Vermicelli Clear Soup","Pack","Thailand","3.50",NA
"400",2181,"Mama","Instant Rice Noodles Chicken Flavour","Pack","Thailand","4",NA
"401",2180,"Mama","Pho Ga Rice Noodles With Artificial Chicken Flavour","Bowl","Thailand","3",NA
"402",2179,"Mama","Oriental Kitchen Instant Rice Vermicelli In Gravy","Pack","Thailand","5",NA
"403",2178,"Mama","Instant Tom Yam Rice Noodles","Pack","Thailand","4",NA
"404",2177,"Mama","Instant Rice Noodles Vegetable Flavour","Pack","Thailand","4",NA
"405",2176,"Mama","Instant Rice Vermicelli Yentafo Tom Yam Mohfai","Pack","Thailand","5",NA
"406",2175,"Mama","Instant Flat Noodles Clear Soup","Pack","Thailand","4",NA
"407",2174,"Mama","Cup Rice Noodles Tom Saab Flavour","Cup","Thailand","5",NA
"408",2173,"Mama","Instant Rice Noodles Stew Beef Flavour","Pack","Thailand","4",NA
"409",2172,"Mama","Instant Rice Noodles Phnom Penh Style","Pack","Thailand","4",NA
"410",2171,"Mama","Instant Flat Noodles Tom Yam Flavour","Pack","Thailand","4",NA
"411",2170,"Maruchan","Ramen Noodle soup Mushroom Flavor","Pack","USA","4",NA
"412",2169,"Happy Family","Vegetable Flavour Instant Noodles","Pack","Singapore","4",NA
"413",2168,"Tseng Noodles","Rice Noodle Shallot With Braised Pork Flavor","Pack","Taiwan","5",NA
"414",2167,"Great Value","Vegetable Flavour Noodles With Vegetables","Cup","Canada","3",NA
"415",2166,"JML","Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage","Pack","China","4",NA
"416",2165,"Suimin","Noodles With Hot & Spicy Flavour","Cup","Australia","3",NA
"417",2164,"Tseng Noodles","Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor","Pack","Taiwan","5",NA
"418",2163,"Nissin","Piritto Karakuchi Tantan Udon","Bowl","Japan","4",NA
"419",2162,"Tseng Noodles","Rice Noodle Seafood Laksa Flavour","Pack","Taiwan","5",NA
"420",2161,"Nongshim","Chal Bibim Myun","Pack","South Korea","5",NA
"421",2160,"Menraku","Japanese Yakisoba Umami Sauce","Bowl","Japan","5",NA
"422",2159,"La Moderna","Sazon Casero Sopa Con Tomate Y Sabor Pollo","Pack","Mexico","3",NA
"423",2158,"A-Sha Dry Noodle","Chow Mein Original Flavor","Tray","Taiwan","5",NA
"424",2157,"Master Kong","Artificial Mushroom Chicken Flavor Instant Noodle","Pack","China","4",NA
"425",2156,"A-Sha Dry Noodle","Chow Mein Oyster Sauce BBQ Flavor","Tray","Taiwan","2",NA
"426",2155,"Jingqi","Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce","Pack","Taiwan","4",NA
"427",2154,"Jingqi","Black Eyes Bean Original Noodle With Sesame Sauce","Pack","Taiwan","4",NA
"428",2153,"Jingqi","Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce","Pack","Taiwan","4",NA
"429",2152,"Jingqi","Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce","Pack","Taiwan","5",NA
"430",2151,"Jingqi","Aloe Vera Guan Mian Original Noodle With Sesame Sauce","Pack","Taiwan","5",NA
"431",2150,"Jingqi","Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce","Pack","Taiwan","3",NA
"432",2149,"Jingqi","Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce","Pack","Taiwan","5",NA
"433",2148,"Jingqi","Black Eyes Bean Pumpkin Noodles With Basil Sauce","Pack","Taiwan","5",NA
"434",2147,"Maruchan","Instant Lunch Pork Flavor Ramen Noodles With Vegetables","Cup","USA","3",NA
"435",2146,"Sapporo Ichiban","Kun Ramen Sumo-kuchikin (Smoked Chicken)","Bowl","Japan","3",NA
"436",2145,"Dream Kitchen","Tonkotsu","Cup","USA","3",NA
"437",2144,"Nissin","Lamen Sabor Picanha","Pack","Brazil","4",NA
"438",2143,"Thien Houng Foods","Lemon Chicken Flavour Instant Noodles","Pack","Vietnam","3",NA
"439",2142,"Maruchan","Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen","Bowl","USA","4",NA
"440",2141,"Nissin","Men Shokunin Kaoruyasai Shio","Bowl","Japan","5",NA
"441",2140,"Wang","Rice Noodle Seafood Flavour","Bowl","South Korea","5",NA
"442",2139,"Fuku","Superior Soup Instant Noodles (Mfg in Thailand)","Pack","Hong Kong","4",NA
"443",2138,"Fuku","Superior Soup Instant Noodles (Mfg in Vietnam)","Pack","Hong Kong","4",NA
"444",2137,"Nissin","Demae Ramen Spicy Curry Flavour Instant Noodles","Pack","Hong Kong","4",NA
"445",2136,"Nissin","Demae Ramen Roast Beef Flavour Instant Noodles","Pack","Hong Kong","4",NA
"446",2135,"Doll","Instant Noodle Supreme Abalone And Chicken Flavour","Pack","Hong Kong","2",NA
"447",2134,"Four Seas","Chicken Flavour Instant Noodle","Pack","Hong Kong","4",NA
"448",2133,"Nissin","Kimchi Chikin Ramen Donburi","Bowl","Japan","5.00",NA
"449",2132,"Maruchan","Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup","Cup","USA","5.0",NA
"450",2131,"Myojo","Mee Goreng Thai Tom Yum Flavour","Pack","Singapore","4.0",NA
"451",2130,"Kang Shi Fu","Artificial Salted Beef With Mushrooms Flavour","Pack","Hong Kong","4",NA
"452",2129,"CarJEN","Hot & Spicy Dry Curry With Chives Soup","Pack","Malaysia","5",NA
"453",2128,"Sapporo Ichiban","Taimeiken Yousyoku Yasangatsukutta Omumen","Cup","Japan","4",NA
"454",2127,"Suimin","Noodles With Chicken & Sweet Corn Flavour","Cup","Australia","2.25",NA
"455",2126,"Nissin","Mennippon Oumi Chanpon","Bowl","Japan","5.00",NA
"456",2125,"Happy Family","Curry Flavour Instant Noodles","Pack","Singapore","4",NA
"457",2124,"7 Select","Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup","Bowl","Thailand","3.5",NA
"458",2123,"Nissin","Cup Noodles Tom Yum Shrimp Sabb Flavour","Cup","Thailand","5",NA
"459",2122,"Nissin","Chilli Noodles Stir Fried Holy Basil Flavour","Pack","Thailand","5",NA
"460",2121,"Nissin","Instant Noodles Moo Manao Flavour","Pack","Thailand","4",NA
"461",2120,"Nissin","Super Tom Yum Shrimp","Cup","Thailand","3.50",NA
"462",2119,"Nissin","Cup Noodles Minced Pork Flavour","Cup","Thailand","3.50",NA
"463",2118,"Nissin","Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour","Cup","Thailand","3.25",NA
"464",2117,"7 Select","Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup","Bowl","Thailand","4",NA
"465",2116,"Nissin","Instant Noodles Tom Yum Shrimp Saab Flavour","Pack","Thailand","4.0",NA
"466",2115,"Nissin","Cup Noodles Moo Manao Flavour","Cup","Thailand","4.00",NA
"467",2114,"Nissin","Instant Noodles Minced Pork Flavour","Pack","Thailand","3.50",NA
"468",2113,"Nissin","Cup Noodles Seafood Creamy Flavour","Cup","Thailand","4",NA
"469",2112,"Nissin","Chilli Noodles Spicy Tom Yum Flavour","Pack","Thailand","4",NA
"470",2111,"Nissin","Cup Noodles Chilli Crab Flavour","Cup","Hong Kong","3.75",NA
"471",2110,"Great Value","Vegetarian Flavour Ramen Noodles","Pack","Canada","3.00",NA
"472",2109,"Oni Hot Pot","Tuna With Shallot Flavor Noodle","Pack","Taiwan","4.3",NA
"473",2108,"Wei Lih","GGE Noodle Snack Wheat Crackers Original Ramen","Pack","Taiwan","1",NA
"474",2107,"Nissin","Lamen Sabor Frango Assado Com Toque De Limao","Pack","Brazil","4.5",NA
"475",2106,"Itomen","Onion Flavor Shoyu Ramen","Pack","Japan","3.5",NA
"476",2105,"Maruchan","Ramen Noodle Soup Chicken Tortilla Flavor","Pack","USA","3",NA
"477",2104,"Wang","Rice Noodle Kimchi Flavor","Bowl","South Korea","4",NA
"478",2103,"Roland","Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base","Pack","USA","0",NA
"479",2102,"Nissin","Cup Noodles Singapore Laksa","Cup","Japan","5",NA
"480",2101,"Samyang","Pojangmacha Udon","Pack","South Korea","4",NA
"481",2100,"Myojo","Mee Goreng Original Flavour","Pack","Singapore","4",NA
"482",2099,"Sanpo","Yakibuta Ramen","Bowl","Japan","4",NA
"483",2098,"Nongshim","Kimchi Flavor Noodle Soup","Cup","USA","5",NA
"484",2097,"CarJEN","Otentiq Cheezy Mushroom Instant Noodles (Improved Taste)","Pack","Malaysia","5",NA
"485",2096,"Maruchan","Seimen Noukou Toro Tonkotsu","Bowl","Japan","4",NA
"486",2095,"Nissin","Straits Kitchen Laksa","Pack","Singapore","5",NA
"487",2094,"Nongshim","Champong Noodle Soup Spicy Seafood Flavor","Pack","South Korea","5",NA
"488",2093,"Oni Hot Pot","Seaweed Flavour Noodle","Pack","Taiwan","2",NA
"489",2092,"Doll","Instant Noodle Preserved Vegetable Flavour","Pack","Hong Kong","4",NA
"490",2091,"MyKuali","Penang Hokkien Prawn Noodle Authentic Taste","Cup","Malaysia","5",NA
"491",2090,"Nissin","Nupasta Salmon In White Sauce Flavour Instant Noodle","Pack","Hong Kong","5",NA
"492",2089,"Nissin","Big Cup Noodles Seafood Curry Flavour","Cup","Hong Kong","5",NA
"493",2088,"Nissin","Demae Iccho Beef Flavour Instant Noodle","Bowl","Hong Kong","4",NA
"494",2087,"Nissin","Mie Goreng Indonesia Stir Noodle Original Flavour","Pack","Hong Kong","4",NA
"495",2086,"Nissin","Demae Ramen Sesame Flavour Instant Noodles","Pack","Hong Kong","5",NA
"496",2085,"Fuku","Superior Soup Instant Rice Vermicelli","Bowl","Hong Kong","5",NA
"497",2084,"Nissin","Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle","Pack","Hong Kong","5",NA
"498",2083,"Nissin","Taisho Fried Noodle Sesame Paste Flavour Instant Noodle","Pack","Hong Kong","5",NA
"499",2082,"Nissin","Cup Noodles Pork Chowder Flavour","Cup","Hong Kong","4",NA
"500",2081,"Nissin","Cup Mifun Spicy Beef Flavour","Cup","Hong Kong","4",NA
"501",2080,"Fuku","Non-Fried Superior Soup Noodle","Pack","Hong Kong","4",NA
"502",2079,"Nissin","Nupasta Carbonara Flavour Instant Noodle","Cup","Hong Kong","5",NA
"503",2078,"Nissin","Demae Iccho Curry Beef Flavour","Cup","Hong Kong","4",NA
"504",2077,"Nissin","Cup Noodles Big Spicy Seafood Flavour","Cup","Hong Kong","5",NA
"505",2076,"Nissin","Demae Iccho Black Garlic Oil Tonkotsu","Bowl","Hong Kong","3.75",NA
"506",2075,"Mi Sedaap","Mi Segera Mi Goreng Ayam Krispi","Pack","Indonesia","4.5",NA
"507",2074,"Nissin","Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea","Cup","Mexico","3.5",NA
"508",2073,"Great Value","Spicy Ramen Noodles","Pack","Canada","4",NA
"509",2072,"Maruchan","Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen","Bowl","USA","5",NA
"510",2071,"A-Sha Dry Noodle","Tainan Noodle Original Sauce","Pack","Taiwan","5",NA
"511",2070,"Tokushima Seifun","Negi Ramen","Bowl","Japan","1.75",NA
"512",2069,"Doll","Instant Noodle Vegetarian Flavour","Pack","Hong Kong","3.75",NA
"513",2068,"Maggi","Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng","Pack","Australia","5",NA
"514",2067,"Samyang","Fresh Jjajang","Pack","South Korea","4.5",NA
"515",2066,"Marutai","Hakata Tonkotsu Ramen","Pack","Japan","5",NA
"516",2065,"Four Seas","Kung Tak Lam Vegetarian Noodle (Mushroom)","Pack","Hong Kong","3",NA
"517",2064,"Nongshim","Arrabiata Rice Bucatini","Pack","USA","5",NA
"518",2063,"Mamee","Pepper Noodles Vegetarian","Pack","Hong Kong","3.25",NA
"519",2062,"Ottogi","Ramyon Sabor Mariscos","Pack","Mexico","3.75",NA
"520",2061,"Kamfen","Dried Mix Noodles Scallop Seafood Flavoured","Tray","Hong Kong","4.25",NA
"521",2060,"Nissin","Cup Noodle Light+ Cheese Fondue","Cup","Japan","5",NA
"522",2059,"Four Seas","Beef And Radish Flavour Instant Noodle","Pack","Hong Kong","2.5",NA
"523",2058,"Zow Zow","Instant Noodle Shrimp Tom Yam Flavoured","Pack","Thailand","3.75",NA
"524",2057,"Nissin","RapiFideo Sabor A Chile Y Limon","Cup","Mexico","3.75",NA
"525",2056,"Koyo","Garlic Pepper Reduced Sodium Ramen","Pack","USA","0",NA
"526",2055,"Nissin","Tokyo Tokunou Gyokai Tonkotsu","Bowl","Japan","5",NA
"527",2054,"Suimin","Noodles Curried Prawn Flavour","Cup","Australia","3.25",NA
"528",2053,"Maruchan","Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup","Cup","USA","3.75",NA
"529",2052,"Indomie","Pop Mie Mi Instan Cup Rasa Ayam","Cup","Indonesia","3.5",NA
"530",2051,"Master Kong","Artificial Pork Ribs Flavour Instant Noodle","Pack","China","3.50",NA
"531",2050,"MyKuali","Penang Red Tom Yum Goong Noodle Authentic Taste","Cup","Malaysia","5.00",NA
"532",2049,"Ottogi","Ramyon Sabor A Res","Pack","Mexico","4",NA
"533",2048,"Acecook","Kadomen Koikoku Tonkotsu","Bowl","Japan","3.8",NA
"534",2047,"Oni Hot Pot","XO Sauce Noodle","Pack","Taiwan","5",NA
"535",2046,"E-Zee","Perisa Asam Pedas Mi Segera","Pack","Malaysia","4",NA
"536",2045,"Great Value","Chicken Style Ramen Noodles","Pack","Canada","3.5",NA
"537",2044,"Doll","Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour","Cup","Hong Kong","3.0",NA
